sisben_area,sisben_score,spadies_any,cutoff
Main metro area,-59.31000137329102,0,-57.21
Main metro area,-28.86,0,-57.21
Main metro area,-63.06999969482422,1,-57.21
Main metro area,-67.12999725341797,1,-57.21
Main metro area,-36.52000045776367,1,-57.21
Main metro area,-24.48999977111816,1,-57.21
Main metro area,-37.91999816894531,1,-57.21
Other urban area,-23.64999961853027,1,-56.32
Other urban area,-64.56999969482422,0,-56.32
Main metro area,-68.94000244140625,1,-57.21
Main metro area,-62.09999847412109,0,-57.21
Other urban area,-32.58000183105469,0,-56.32
Main metro area,-27.62,1,-57.21
Other urban area,-58.63000106811523,1,-56.32
Main metro area,-28.20999908447266,1,-57.21
Other urban area,-63.95999908447266,0,-56.32
Other urban area,-60.97999954223633,0,-56.32
Main metro area,-60.20000076293945,1,-57.21
Main metro area,-68.44000244140625,1,-57.21
Main metro area,-68.73999786376953,1,-57.21
Main metro area,-28.73999977111816,1,-57.21
Main metro area,-63.54999923706055,1,-57.21
Main metro area,-65.55999755859375,1,-57.21
Other urban area,-47.08,1,-56.32
Main metro area,-61.88999938964844,1,-57.21
Other urban area,-33.59000015258789,1,-56.32
Main metro area,-67.11000061035156,1,-57.21
Main metro area,-32.77000045776367,1,-57.21
Other urban area,-57.58000183105469,0,-56.32
Main metro area,-68.44000244140625,1,-57.21
Rural area,-58.02999877929688,1,-40.75
Main metro area,-54.36000061035156,0,-57.21
Main metro area,-57.88000106811523,1,-57.21
Main metro area,-55,1,-57.21
Main metro area,-58.75,1,-57.21
Main metro area,-76.16000366210938,1,-57.21
Rural area,-14.39,1,-40.75
Other urban area,-53.61000061035156,1,-56.32
Main metro area,-32.11999893188477,1,-57.21
Other urban area,-64.66999816894531,1,-56.32
Main metro area,-46.15999984741211,0,-57.21
Other urban area,-62.88999938964844,0,-56.32
Main metro area,-54.11999893188477,1,-57.21
Other urban area,-49.4,1,-56.32
Main metro area,-45.33000183105469,0,-57.21
Main metro area,-64.5,0,-57.21
Main metro area,-71.63999938964844,0,-57.21
Rural area,-34.38999938964844,1,-40.75
Main metro area,-60.45999908447266,1,-57.21
Other urban area,-68.33000183105469,0,-56.32
Main metro area,-74.93000030517578,0,-57.21
Main metro area,-60.88999938964844,1,-57.21
Main metro area,-59.27999877929688,1,-57.21
Main metro area,-60.84999847412109,1,-57.21
Main metro area,-60.40000152587891,0,-57.21
Main metro area,-46.47000122070313,1,-57.21
Main metro area,-46.47999954223633,0,-57.21
Main metro area,-62.45000076293945,1,-57.21
Main metro area,-37.66999816894531,1,-57.21
Main metro area,-25.38999938964844,1,-57.21
Main metro area,-69.62999725341797,1,-57.21
Main metro area,-67.98999786376953,1,-57.21
Main metro area,-63.59000015258789,0,-57.21
Rural area,-18.95000076293945,1,-40.75
Main metro area,-75.83999633789063,1,-57.21
Main metro area,-59.22000122070313,1,-57.21
Other urban area,-41.24,1,-56.32
Main metro area,-57.65999984741211,1,-57.21
Main metro area,-50.25,1,-57.21
Main metro area,-60.45999908447266,1,-57.21
Main metro area,-49.25,1,-57.21
Main metro area,-68.98999786376953,1,-57.21
Rural area,-19.42000007629395,1,-40.75
Other urban area,-68.31999969482422,1,-56.32
Main metro area,-67.11000061035156,1,-57.21
Main metro area,-57.27999877929688,0,-57.21
Other urban area,-5.78000020980835,1,-56.32
Other urban area,-69.98999786376953,0,-56.32
Main metro area,-57.63000106811523,0,-57.21
Main metro area,-38.63000106811523,1,-57.21
Main metro area,-55.15999984741211,1,-57.21
Main metro area,-71.54000091552734,0,-57.21
Other urban area,-42.84000015258789,1,-56.32
Main metro area,-42.65999984741211,0,-57.21
Main metro area,-58.86999893188477,0,-57.21
Main metro area,-49.36999893188477,1,-57.21
Other urban area,-80.22000122070313,0,-56.32
Other urban area,-56.61999893188477,0,-56.32
Main metro area,-68.73999786376953,1,-57.21
Main metro area,-78.23000335693359,1,-57.21
Other urban area,-52.4900016784668,0,-56.32
Other urban area,-58.88000106811523,1,-56.32
Main metro area,-23.62,1,-57.21
Main metro area,-46.9900016784668,1,-57.21
Main metro area,-48.13000106811523,1,-57.21
Main metro area,-60.68999862670898,0,-57.21
Main metro area,-58.20000076293945,1,-57.21
Other urban area,-21.17000007629395,1,-56.32
Main metro area,-65.79000091552734,0,-57.21
Rural area,-61.45000076293945,1,-40.75
Main metro area,-56.97,0,-57.21
Other urban area,-60.04000091552734,1,-56.32
Rural area,-15.97000026702881,0,-40.75
Other urban area,-12,0,-56.32
Other urban area,-39.72999954223633,0,-56.32
Main metro area,-56.68999862670898,1,-57.21
Main metro area,-54.22000122070313,0,-57.21
Main metro area,-43.43999862670898,1,-57.21
Main metro area,-72.84999847412109,1,-57.21
Other urban area,-50.7400016784668,0,-56.32
Rural area,-18.46999931335449,1,-40.75
Main metro area,-76.86000061035156,1,-57.21
Other urban area,-62.2400016784668,0,-56.32
Main metro area,-48.43000030517578,1,-57.21
Other urban area,-43.24,1,-56.32
Other urban area,-53.83,1,-56.32
Main metro area,-77.69000244140625,1,-57.21
Rural area,-35.9900016784668,0,-40.75
Other urban area,-80.08000183105469,1,-56.32
Main metro area,-57.86999893188477,0,-57.21
Main metro area,-41.83000183105469,1,-57.21
Main metro area,-66.76999664306641,1,-57.21
Main metro area,-67.02999877929688,1,-57.21
Main metro area,-48.88000106811523,1,-57.21
Rural area,-58.61999893188477,0,-40.75
Main metro area,-72,0,-57.21
Other urban area,-70.08999633789063,0,-56.32
Other urban area,-64.51000213623047,0,-56.32
Main metro area,-36.95,1,-57.21
Main metro area,-68.01000213623047,1,-57.21
Main metro area,-65.12000274658203,1,-57.21
Other urban area,-24.81999969482422,0,-56.32
Main metro area,-68.44000244140625,0,-57.21
Main metro area,-68.62999725341797,1,-57.21
Other urban area,-68.98999786376953,0,-56.32
Main metro area,-46.18000030517578,0,-57.21
Main metro area,-22.67000007629395,0,-57.21
Main metro area,-69.47000122070313,1,-57.21
Other urban area,-24.77000045776367,1,-56.32
Main metro area,-68.73999786376953,1,-57.21
Other urban area,-63.77000045776367,1,-56.32
Other urban area,-29.81,1,-56.32
Main metro area,-39.02000045776367,1,-57.21
Main metro area,-64.55999755859375,1,-57.21
Rural area,-39.29000091552734,1,-40.75
Other urban area,-55.18000030517578,1,-56.32
Other urban area,-19.43000030517578,0,-56.32
Other urban area,-18.78,1,-56.32
Other urban area,-67.66000366210938,0,-56.32
Other urban area,-80.09999847412109,1,-56.32
Main metro area,-52.16999816894531,0,-57.21
Main metro area,-58,0,-57.21
Other urban area,-63.36999893188477,0,-56.32
Rural area,-60.59999847412109,0,-40.75
Main metro area,-58.27000045776367,1,-57.21
Main metro area,-64.48000335693359,0,-57.21
Other urban area,-67.11000061035156,1,-56.32
Other urban area,-62.59000015258789,0,-56.32
Other urban area,-64.45999908447266,1,-56.32
Other urban area,-56.77000045776367,0,-56.32
Other urban area,-71.90000152587891,1,-56.32
Other urban area,-63.20000076293945,1,-56.32
Other urban area,-77.76000213623047,1,-56.32
Main metro area,-8.340000152587891,1,-57.21
Main metro area,-57.09,1,-57.21
Main metro area,-60.84999847412109,1,-57.21
Other urban area,-65.12000274658203,0,-56.32
Other urban area,-57.41999816894531,1,-56.32
Main metro area,-10.48999977111816,1,-57.21
Other urban area,-43,0,-56.32
Other urban area,-82.08000183105469,0,-56.32
Other urban area,-33.74,1,-56.32
Other urban area,-54.79999923706055,1,-56.32
Other urban area,-49.97000122070313,1,-56.32
Main metro area,-52.38999938964844,1,-57.21
Main metro area,-54.02999877929688,0,-57.21
Other urban area,-48.56999969482422,1,-56.32
Main metro area,-63.65000152587891,1,-57.21
Other urban area,-30.38999938964844,1,-56.32
Other urban area,-65.12000274658203,1,-56.32
Other urban area,-78.86000061035156,1,-56.32
Other urban area,-71.34999847412109,1,-56.32
Other urban area,-58.95000076293945,1,-56.32
Other urban area,-71.37999725341797,1,-56.32
Main metro area,-1.690000057220459,1,-57.21
Main metro area,-57.86000061035156,0,-57.21
Other urban area,-26.57999992370605,1,-56.32
Other urban area,-35.91999816894531,1,-56.32
Other urban area,-63.31999969482422,1,-56.32
Main metro area,-47.33000183105469,1,-57.21
Main metro area,-29.06999969482422,0,-57.21
Rural area,-27.19000053405762,1,-40.75
Other urban area,-17.25,1,-56.32
Other urban area,-2.549999952316284,1,-56.32
Other urban area,-61.72000122070313,1,-56.32
Other urban area,-72.36000061035156,1,-56.32
Other urban area,-69.09999847412109,1,-56.32
Other urban area,-60.11000061035156,1,-56.32
Other urban area,-48.59999847412109,0,-56.32
Main metro area,-60.45000076293945,1,-57.21
Other urban area,-35.2400016784668,0,-56.32
Main metro area,-48.95,1,-57.21
Main metro area,-45.13999938964844,1,-57.21
Other urban area,-60.08000183105469,1,-56.32
Other urban area,-71.65000152587891,1,-56.32
Other urban area,-38.99,1,-56.32
Other urban area,-56.66999816894531,1,-56.32
Main metro area,-51.27000045776367,1,-57.21
Main metro area,-77.69000244140625,1,-57.21
Other urban area,-31.37,1,-56.32
Other urban area,-75.63999938964844,1,-56.32
Other urban area,-59.68000030517578,0,-56.32
Other urban area,-22.63999938964844,1,-56.32
Other urban area,-72.93000030517578,0,-56.32
Other urban area,-71.04000091552734,1,-56.32
Main metro area,-14.19999980926514,0,-57.21
Main metro area,-23.70000076293945,0,-57.21
Other urban area,-54.75,1,-56.32
Other urban area,-49.81,1,-56.32
Main metro area,-50.59999847412109,1,-57.21
Other urban area,-25.84,1,-56.32
Main metro area,-55.5099983215332,1,-57.21
Other urban area,-54.54000091552734,1,-56.32
Other urban area,-26.8799991607666,1,-56.32
Other urban area,-40.88000106811523,1,-56.32
Other urban area,-66.08000183105469,1,-56.32
Other urban area,-65.16000366210938,1,-56.32
Other urban area,-57.72999954223633,0,-56.32
Main metro area,-37.65999984741211,1,-57.21
Other urban area,-57.34999847412109,1,-56.32
Other urban area,-67.72000122070313,1,-56.32
Other urban area,-41.09,1,-56.32
Main metro area,-50.38,1,-57.21
Other urban area,-74.87999725341797,1,-56.32
Other urban area,-72.87999725341797,0,-56.32
Main metro area,-50.72999954223633,1,-57.21
Main metro area,-30.25,1,-57.21
Main metro area,-65.86000061035156,1,-57.21
Other urban area,-58.2400016784668,1,-56.32
Main metro area,-33.45,1,-57.21
Other urban area,-63.40000152587891,0,-56.32
Other urban area,-65.40000152587891,1,-56.32
Other urban area,-49.84999847412109,1,-56.32
Main metro area,-59.18000030517578,1,-57.21
Main metro area,-26.32999992370605,0,-57.21
Main metro area,-36.36999893188477,1,-57.21
Other urban area,-13.1899995803833,0,-56.32
Other urban area,-67.51000213623047,1,-56.32
Other urban area,-16.56999969482422,0,-56.32
Main metro area,-52.08,1,-57.21
Other urban area,-82.09999847412109,1,-56.32
Main metro area,-53.43999862670898,0,-57.21
Main metro area,-40.54,1,-57.21
Other urban area,-68.70999908447266,0,-56.32
Other urban area,-56.68999862670898,1,-56.32
Other urban area,-60.52000045776367,1,-56.32
Main metro area,-69.19000244140625,1,-57.21
Other urban area,-74.18000030517578,0,-56.32
Main metro area,-51.56000137329102,0,-57.21
Other urban area,-70.88999938964844,0,-56.32
Main metro area,-59.88999938964844,1,-57.21
Other urban area,-48.49,1,-56.32
Other urban area,-63.22000122070313,0,-56.32
Main metro area,-46.31000137329102,1,-57.21
Other urban area,-43.34999847412109,1,-56.32
Other urban area,-37.06999969482422,1,-56.32
Main metro area,-46.63999938964844,1,-57.21
Other urban area,-70.79000091552734,0,-56.32
Other urban area,-56.65999984741211,1,-56.32
Main metro area,-49.93000030517578,1,-57.21
Main metro area,-61.13000106811523,1,-57.21
Main metro area,-32.15,1,-57.21
Other urban area,-52.79000091552734,1,-56.32
Main metro area,-51.33000183105469,0,-57.21
Other urban area,-50.40000152587891,1,-56.32
Main metro area,-58.95000076293945,1,-57.21
Main metro area,-30.71999931335449,0,-57.21
Other urban area,-66.02999877929688,1,-56.32
Main metro area,-62.61000061035156,1,-57.21
Other urban area,-46.11999893188477,1,-56.32
Other urban area,-82.91000366210938,1,-56.32
Rural area,-28.95999908447266,1,-40.75
Main metro area,-55.84000015258789,0,-57.21
Other urban area,-64.87999725341797,1,-56.32
Main metro area,-67.94999694824219,0,-57.21
Other urban area,-78.97000122070313,1,-56.32
Main metro area,-34.97999954223633,0,-57.21
Other urban area,-28.03,1,-56.32
Other urban area,-80.44999694824219,1,-56.32
Other urban area,-65.47000122070313,0,-56.32
Other urban area,-52.68000030517578,1,-56.32
Other urban area,-73.73000335693359,0,-56.32
Other urban area,-73.11000061035156,1,-56.32
Main metro area,-17.79000091552734,0,-57.21
Other urban area,-75.08000183105469,1,-56.32
Other urban area,-33.34999847412109,1,-56.32
Other urban area,-79.26999664306641,1,-56.32
Other urban area,-52.1,1,-56.32
Main metro area,-24.96999931335449,1,-57.21
Main metro area,-42.75,1,-57.21
Other urban area,-66.19000244140625,1,-56.32
Other urban area,-55.15000152587891,1,-56.32
Main metro area,-54.61000061035156,0,-57.21
Other urban area,-75.63999938964844,0,-56.32
Other urban area,-56.45000076293945,1,-56.32
Other urban area,-67.11000061035156,1,-56.32
Other urban area,-53.49,1,-56.32
Rural area,-17.67000007629395,1,-40.75
Main metro area,-62.79000091552734,1,-57.21
Rural area,-44,0,-40.75
Other urban area,-69.97000122070313,0,-56.32
Other urban area,-32.95000076293945,0,-56.32
Other urban area,-81.80999755859375,1,-56.32
Main metro area,-50.11000061035156,1,-57.21
Main metro area,-64.73000335693359,0,-57.21
Other urban area,-89.80999755859375,1,-56.32
Other urban area,-58.22000122070313,1,-56.32
Other urban area,-80.01000213623047,1,-56.32
Other urban area,-29.62,1,-56.32
Other urban area,-38.36999893188477,1,-56.32
Main metro area,-53.43999862670898,1,-57.21
Main metro area,-64.12000274658203,1,-57.21
Other urban area,-83.88999938964844,1,-56.32
Main metro area,-62.33000183105469,1,-57.21
Main metro area,-34.95999908447266,0,-57.21
Other urban area,-66.58999633789063,1,-56.32
Other urban area,-28.6299991607666,0,-56.32
Main metro area,-59.34999847412109,0,-57.21
Main metro area,-67.33999633789063,0,-57.21
Main metro area,-59.65999984741211,1,-57.21
Rural area,-60.25,1,-40.75
Main metro area,-54.47999954223633,1,-57.21
Other urban area,-61.59999847412109,1,-56.32
Main metro area,-68.95999908447266,1,-57.21
Main metro area,-44.43,1,-57.21
Main metro area,-14.88000011444092,1,-57.21
Main metro area,-65.44000244140625,1,-57.21
Other urban area,-69.66999816894531,0,-56.32
Other urban area,-59.34000015258789,0,-56.32
Other urban area,-56.61999893188477,1,-56.32
Other urban area,-50.70000076293945,0,-56.32
Main metro area,-45.11999893188477,1,-57.21
Other urban area,-87.55999755859375,0,-56.32
Main metro area,-43.5,1,-57.21
Other urban area,-65.16999816894531,1,-56.32
Other urban area,-56.54000091552734,1,-56.32
Other urban area,-65.77999877929688,1,-56.32
Main metro area,-57.86000061035156,0,-57.21
Main metro area,-16.51,1,-57.21
Other urban area,-24.23999977111816,1,-56.32
Other urban area,-45.20000076293945,1,-56.32
Main metro area,-57.29000091552734,1,-57.21
Other urban area,-68.86000061035156,0,-56.32
Main metro area,-50.5099983215332,0,-57.21
Other urban area,-75.44999694824219,1,-56.32
Other urban area,-85.04000091552734,0,-56.32
Other urban area,-78.37999725341797,0,-56.32
Other urban area,-61.15999984741211,1,-56.32
Other urban area,-75.18000030517578,1,-56.32
Rural area,-44.15999984741211,1,-40.75
Other urban area,-74.76999664306641,0,-56.32
Other urban area,-30.74,1,-56.32
Main metro area,-37.36000061035156,1,-57.21
Other urban area,-74.11000061035156,1,-56.32
Main metro area,-68.70999908447266,1,-57.21
Other urban area,-66.95999908447266,1,-56.32
Other urban area,-81.44000244140625,0,-56.32
Main metro area,-55.65999984741211,1,-57.21
Other urban area,-63.65999984741211,0,-56.32
Other urban area,-64.90000152587891,1,-56.32
Main metro area,-48.52000045776367,1,-57.21
Main metro area,-31.76,1,-57.21
Other urban area,-80.88999938964844,1,-56.32
Main metro area,-31.29,1,-57.21
Other urban area,-30.57999992370605,1,-56.32
Other urban area,-57.15000152587891,1,-56.32
Other urban area,-77.15000152587891,0,-56.32
Main metro area,-69.19000244140625,1,-57.21
Main metro area,-60.47000122070313,1,-57.21
Main metro area,-53.02999877929688,1,-57.21
Main metro area,-22.79000091552734,1,-57.21
Other urban area,-45.41999816894531,1,-56.32
Other urban area,-36.70000076293945,1,-56.32
Other urban area,-51.2599983215332,1,-56.32
Other urban area,-60.59999847412109,1,-56.32
Other urban area,-83.12999725341797,1,-56.32
Other urban area,-47.18000030517578,1,-56.32
Other urban area,-44.29000091552734,1,-56.32
Main metro area,-18.36,1,-57.21
Other urban area,-84.52999877929688,1,-56.32
Other urban area,-71.58999633789063,1,-56.32
Other urban area,-77.51999664306641,1,-56.32
Other urban area,-37.59999847412109,1,-56.32
Other urban area,-58.25,1,-56.32
Other urban area,-67.56999969482422,0,-56.32
Other urban area,-80.91000366210938,1,-56.32
Main metro area,-7.42,1,-57.21
Other urban area,-77.26999664306641,1,-56.32
Other urban area,-61.68999862670898,1,-56.32
Main metro area,-28.28000068664551,1,-57.21
Other urban area,-76.91000366210938,1,-56.32
Other urban area,-56.93999862670898,1,-56.32
Main metro area,-58.11999893188477,1,-57.21
Other urban area,-38.95000076293945,1,-56.32
Main metro area,-38.2599983215332,1,-57.21
Other urban area,-67.01999664306641,1,-56.32
